"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"cat inside","Rewind","u19_59","","rock","англійська","Севастополь","","південь","","","https://lh3.googleusercontent.com/eYUrm5q5jLdTNW7mWnAtU6zKoTXmUGp_asxvITnUuim_fN6Ie8Kx55AD5YfTxqKTKIogImyrUjIc3i6JOQ=w302-h302-l90-rj","","https://www.youtube.com/embed/UKZX2DIETUs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/YUrm5q5jLdTNW7.JPEG","yes"
"Celophys","Fried Chordata","u19_60","stoner, doom, sludge","metal","специфічна","Черкаси","","центр","","","https://lh3.googleusercontent.com/E6cJ2lEGBtphAkychx2PsflbqzVsVBu6VWKfts5POCE8x8KL9YKIdpoMABzT608f3AEK6Pc36TfP3Yzq=w302-h302-l90-rj","","https://www.youtube.com/embed/GgzSGkuQti0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/6cJ2lEGBtphAky.JPEG","yes"
"Chasing Embers","Beckoning Call","u19_62","metal","metal","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/tgZP4iM6rblEWp_zzX6YB7e5SFlNiBghzwykNPtgw-vtKVeTaPhY2lwiXrXOVzE-mwHZwYPEUrR0jDU=w302-h302-l90-rj","","https://www.youtube.com/embed/Ss_M0LLg9bM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/gZP4iM6rblEWp_.JPEG","yes"
"CHOREA","Chronicles of the Darkened Earth","u19_64","black metal","metal","специфічна","Львів","","захід","","","img/covers19/a0313195996_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=248941784/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=632718204/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a0313195996_16.jpg","yes"
"Chysta Krynycya","Храм Природи","u19_65","","metal","українська","Харків","","схід","","","img/covers19/ucIqHbyiIfc.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/649659977&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/ucIqHbyiIfc.jpg","yes"
"Cloudless","Маяк","u19_67","indie pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/sgo_JWqAh9tf6PmIqk-xmHsv_d6LN3Mz_wTDt2-MQGu5I3Oy2i2N2G46eCZXWrJYb_8nQ7SRQDlx9AQt=w302-h302-l90-rj","","https://www.youtube.com/embed/p83Hhwhm5oU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/go_JWqAh9tf6Pm.JPEG","yes"
"Constantinе","Поп меньшинства Ч.1","u19_69","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/llBqP1sfD7lbon6emgL5Mul_OLaLXPkNNdUofy3Ot88exhFWJ1hTsY01ByupOmZQ0XeOkj5KHxyfS79M=w302-h302-l90-rj","","https://www.youtube.com/embed/a1xmIiAEcM4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","EP","img/covers19/lBqP1sfD7lbon6.JPEG","yes"
"Dakh Daughters","AIR","u19_70","","others","українська","Київ","","київ","","","https://lh3.googleusercontent.com/qzGgRl4d-TW7DkWsMGIFNKRyRkr5RDsQiRcxxEulQGRs-mi6KSRId2ddP9easzuArA3oTuEQNhUuAUIjYQ=w302-h302-l90-rj","","https://www.youtube.com/embed/EIophkh0tMg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","LP","img/covers19/zGgRl4d-TW7DkW.JPEG","yes"
"DaKooka","Стрэнджлава","u19_71","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/T0I4G7yuw1FMxAzL7mUF0FYMV883EphP-ym1fJCp6SpuJv7hutpengs1A4PQ62pl3PGt2_J7zRO6klDTJA=w302-h302-l90-rj","","https://www.youtube.com/embed/LZ3fOwpOSms?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/0I4G7yuw1FMxAz.JPEG","yes"
"Dammerung / Gjallarhorn / Demonium","Shadows Over The Southern Steppe","u19_72","metal","metal","специфічна","Херсон","","південь","","","img/covers19/a1017056321_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=383488588/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4185344681/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1017056321_16.jpg","yes"
"Dan Alien","Bootlegger's Dream","u19_73","electronic","electronic","українська","Київ","","київ","","","https://lh3.googleusercontent.com/5GLDzxfgOhBRMe5gKxx8KDzuKJ77pgMrG5PWUebLxRz182oDWGa_eRp91NOEbp_RI4xkuYV8PtvGrnM=w302-h302-l90-rj","","https://www.youtube.com/embed/97BsDMuHs3g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/GLDzxfgOhBRMe5.JPEG","yes"
"DANYLO","Home","u19_75","rap","hip hop & rap","англійська","Chicago","","закордон","","","https://lh3.googleusercontent.com/3vk9NEOz2bW_PnI-uv5vZFnU7qZ857YxR2a1XHiQa-TrreMVksRQIuJUL7K2Gk9UrSrZgovSZVhGlw8=w302-h302-l90-rj","","https://www.youtube.com/embed/aAnMqBba5Zk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/vk9NEOz2bW_PnI.JPEG","yes"
"Deadly Oak","Frustration","u19_76","electronic","electronic","немає","Madrid","","закордон","","","https://lh3.googleusercontent.com/1lv0QESG2FW9V1LdvyMfxUeegTMNgUsOdAc86ZAWQMPvsvXPGUwwCUN29rsi974PtidwBJSjab2o5Qln=w302-h302-l90-rj","","https://www.youtube.com/embed/9Tv89LPI15Y?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/lv0QESG2FW9V1L.JPEG","yes"
"Deadly Oak","Negative","u19_77","electronic","electronic","немає","Madrid","","закордон","","","https://lh3.googleusercontent.com/k0ITU-O60ha-8JbM6I8J3QVGKknii7TpIbRg-KX5FS1ItNK8hx0A_zUhDGnrAFaImAFxC3ijlpR0QTWU=w302-h302-l90-rj","","https://www.youtube.com/embed/I2gfhXFoPEY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/0ITU-O60ha-8Jb.JPEG","yes"
"Dead Way Enlightenment","STÖRUNG","u19_78","","others","немає","Київ","","київ","","","https://lh3.googleusercontent.com/_h9DoKlm6UzOX5_WccHL1Nelxmsb3fCnxOaeUxxuDmbTVehZJPJTJgErdMsM6RPUXqcZGB1YB1uWLmg=w302-h302-l90-rj","","https://www.youtube.com/embed/-ctpo35hetc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/h9DoKlm6UzOX5_.JPEG","yes"
"Dead Way Enlightenment","Wrong Becomes Right for My Tired Eyes","u19_79","","others","немає","Київ","","київ","","","https://lh3.googleusercontent.com/UxpxNWnB6mWmXjNFlarhnqFG_i9h6RbtZSc6u53u-htPANTOewPTnA7NbSz2r3vyw-rVhXyIleU7h_gQUg=w302-h302-l90-rj","","https://www.youtube.com/embed/sRLpq74yraE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/xpxNWnB6mWmXjN.JPEG","yes"
"Deepwine","сублімація","u19_80","pop","indie","українська","Львів","","захід","","","https://lh3.googleusercontent.com/YZfZg6NJwV1Hxy9AK6_qEct3yo2m4RlsIzsS1Z74AEFSif9c_6LY6H7Q70Ci4caw5-F6UoJP9_2BWQuWuA=w302-h302-l90-rj","","https://www.youtube.com/embed/VTBPPBhLDA4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/ZfZg6NJwV1Hxy9.JPEG","yes"
"Delfinia","Deep Elevation","u19_81","rock","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/NfNuPoauJtEbaW4gtCCqDBLJVLraDHnckw9hQOhFgGesCDr6n-CzF0uaAZ0313mC-agWXMMOOBf5Z3Bn=w302-h302-l90-rj","","https://www.youtube.com/embed/bNh6eNC5-bo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/fNuPoauJtEbaW4.JPEG","yes"
"Delta Arthur","Fxck Hype","u19_82","rap","hip hop & rap","російська","Київ","","київ","","","https://lh3.googleusercontent.com/t7RZ-EzrJvhInvyuk-IljmfbZs1ObEB2EbT8msC1yhdDR7rKbK-1khMe8wxPL1iie8hJkiW0-znhf-Y=w302-h302-l90-rj","","https://www.youtube.com/embed/0ZOSB58vTdY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/7RZ-EzrJvhInvy.JPEG","yes"
"Delta X","Fall In","u19_83","Future Garage","electronic","немає","Маріуполь","","південь","","","img/covers19/a3336710910_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3666800064/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1147903468/transparent=true/","","Long List","2019","LP","img/covers19/a3336710910_10.jpg","yes"
"Demian Feriy","Meltdown Hallucinations","u19_85","","others","немає","Київ","","київ","","","img/covers19/a2086974143_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3845395371/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2562987253/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2086974143_16.jpg","yes"
"Dépaysement","Isolation","u19_86","","others","немає","Київ","","київ","","","img/covers19/a1799396752_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3652586210/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1959478524/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1799396752_16.jpg","yes"
"Derrick & Tonika","Magic Bless","u19_87","electronic","electronic","немає","Львів","","захід","","","img/covers19/a2058394948_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2716279228/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4204244865/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2058394948_16.jpg","yes"
"Derrick & Tonika","Magic Bless","u19_88","electronic","electronic","немає","Львів","","захід","","","","","","","усі альбоми LP","2019","LP","",""
"DETACH","Made up of Light (Acoustic Version)","u19_89","alternative","others","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/ujhJNeVmGcjiZeIZykq2GbWmsnYts7QxXXE3sDBXdKe3SNX-lWJTpQOvaMb_NDF5Q818oyrXkehJQRTK=w302-h302-l90-rj","","https://www.youtube.com/embed/S16qcgqy_q8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/jhJNeVmGcjiZeI.JPEG","yes"
"Devilish Art","Chorus of Hell","u19_90","black metal","metal","специфічна","Житомир","","північ","","","img/covers19/a2477861754_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3292762237/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3342415527/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2477861754_16.jpg","yes"
"DILEMMA","#SHALENii","u19_91","party","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/hj7zBWrAegg9T6peGBXhPD8dXLlxD2R6H0ZjYdtCWNnVfcy2Jcmx6oGIDwXLiJIt7sZh07uBEWdEOKzp=w302-h302-l90-rj","","https://www.youtube.com/embed/eclXQv-daWw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/j7zBWrAegg9T6p.JPEG","yes"
"DIMA LIBRA & Влад Баханов","Холодно","u19_93","","others","російська","Київ","","київ","","","https://lh3.googleusercontent.com/coHt17PfeETZ7_DP7zZ-mdpSwU8FWVcBE8q0QWvtLsq7ZlEc4IPGdVo8yDgzVw8vVl7vmbzt0vKikCs=w302-h302-l90-rj","","https://www.youtube.com/embed/5CxFbv_O87g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/oHt17PfeETZ7_D.JPEG","yes"
"Dimitri Naïditch","Bach Up","u19_94","jazz","jazz","немає","Paris","","закордон","","","https://lh3.googleusercontent.com/HcmRAv6UBVxJhJsYuoY1js2uB1Pa3v1CCRvFDX7KyIjQPdbbdVZ-yUOc9KyHewQW1rWGH49FmxEJXmVO=w302-h302-l90-rj","","https://www.youtube.com/embed/gYVfJA4ECe0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/cmRAv6UBVxJhJs.JPEG","yes"
"Dirty Flat","DIRTY TAPE","u19_95","","hip hop & rap","російська","Київ","","київ","","","https://i1.sndcdn.com/artworks-000551359935-8gy22d-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/635956104&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/rtworks-000551.JPEG","yes"
"DJ Shon","Sunday","u19_97","hip-hop & rap","hip hop & rap","немає","Львів","","захід","","","https://lh3.googleusercontent.com/lYy08Xy9sW0EOEALLCzmboiBQ_fO9K8GzPEn1opT6M_Ssh4FJKmgM5d-UYs9tCHbBRo4xJF1QBHlHFW7=w302-h302-l90-rj","","https://www.youtube.com/embed/kLzTAw1lHBw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Yy08Xy9sW0EOEA.JPEG","yes"
"DMEET","OUTROVERT","u19_98","","indie","українська","Київ","","київ","","","https://lh3.googleusercontent.com/XTed0tXG0MU_ai92GkHqAT_C7pcdOjur28zqmJaNxOQ2yjvdIJYgcoMpQsfG_VyGBcI-Pu9Z8sSHLhym=w302-h302-l90-rj","","https://www.youtube.com/embed/opYzbKMGqOg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Ted0tXG0MU_ai9.JPEG","yes"
"Doomed City","Poetry of Simple Things","u19_100","progressive rock","rock","англійська","Харків","","схід","","","img/covers19/a1341380695_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/571559241&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/a1341380695_10.jpg","yes"
"Do Skonu","Black Asceticism / Черная Аскеза","u19_103","metal","metal","російська","Макіївка","","схід","","","https://lh3.googleusercontent.com/LNbDWlTZiNsb0f3l2PngdD_pf9DvkGWhBTin9VfoOSccBKIaio5gHAD9po-bRqeVBB5_JH27KOQVX_L3tw=w302-h302-l90-rj","","https://www.youtube.com/embed/IXENnHq7KVo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/NbDWlTZiNsb0f3.JPEG","yes"
"Drag Me Out","Pressure","u19_105","rock","rock","англійська","USA","","закордон","","","https://lh3.googleusercontent.com/FmW21Yv7x8dy2JVwvXwMIsUtCuktSUIgTpcpdpRz3BW2hN1nOnDoLWaXflbVhz6qonEa8olxXqpM3b8x=w302-h302-l90-rj","","https://www.youtube.com/embed/I-LE7PiChH8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/mW21Yv7x8dy2JV.JPEG","yes"
"Drezden","ЭДЕЛЬВЕЙС","u19_106","rock","rock","російська","Київ","","київ","","","https://lh3.googleusercontent.com/YAxw53nRgklOP3_poFQr1m5GusjYvQFBQXz1zxKkZXE5Lp0qaJk6LAlw4Eh2vEtvyZH4P4VT6cZfKs1Y=w302-h302-l90-rj","","https://www.youtube.com/embed/xZXQA6cnY88?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Axw53nRgklOP3_.JPEG","yes"
"Dronny Darko та Ugasanie","Arctic Gates","u19_107","","others","немає","Київ, Eindhoven","","закордон","","","https://lh3.googleusercontent.com/wE4CQdZmD252ypE7WysiqHMCsBiDjmf2x8BVY7NKhKD81dXE_elzRXgqkwhUjqIJalHVz8doyQtJBUrw=w302-h302-l90-rj","","https://www.youtube.com/embed/Z1Fx-hJ7L4Y?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/E4CQdZmD252ypE.JPEG","yes"
"Drudkh","A few lines in Archaic Ukrainian","u19_108","black metal","metal","українська","Харків","","схід","","","img/covers19/a1721612505_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=602441679/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=155543663/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1721612505_10.jpg","yes"
"Drum&Tuba Band","Unwanted","u19_109","riot jazz","hip hop & rap","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/zi74_6BxwnL176_a8LYPSxEvtN-t0wRrMeEUGoxSoE-R2YHqCfrDJkCda9KWbU53efGkVZ0qr7gLY8RK=w302-h302-l90-rj","","https://www.youtube.com/embed/ipwAkAS7Lxs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","EP","img/covers19/i74_6BxwnL176_.JPEG","yes"
"Earmake","Parallels","u19_110","Electronic ","electronic","немає","Харків","","схід","","","img/covers19/a1326825031_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2281188872/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1965136096/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1326825031_16.jpg","yes"
"EERIE SPECIES","Types Monstruosus","u19_111","","others","немає","-","","не визначено","","","img/covers19/a1999917538_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=875397494/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3544364550/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1999917538_16.jpg","yes"
"Egor Grushin / Єгор Грушин","[Live1]","u19_112","","instrumental","немає","Львів","","захід","","","https://lh3.googleusercontent.com/iPelRzC3NVfhdAq6Zb7PY_D6Clg2zOFO3cMG3XxRLLl57rY9FLFDXJGA3i73HdAKDT6ZYefZyQbnOwdb=w302-h302-l90-rj","","https://www.youtube.com/embed/LozfF_HqE1k?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/PelRzC3NVfhdAq.JPEG","yes"
"Electric Pussy","Vol​.​3","u19_113","","rock","англійська","Черкаси","","центр","","","","","","","усі альбоми LP","2019","LP","",""
"Endless Melancholy","All Outtakes","u19_115","electronic","electronic","немає","Київ","","київ","","","https://lh3.googleusercontent.com/K1O43sRQOjfH-A81j3lRdZ1IJeN4FXH4oYyLnDPodnCNPoYl7ihUAOTOvr_y-Z8sPYRKKb-pmIFFbyY-=w302-h302-l90-rj","","https://www.youtube.com/embed/CGqy678qrVE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/1O43sRQOjfH-A8.JPEG","yes"
"Ennyday","Ракета","u19_117","rap","hip hop & rap","українська","Вінниця","","центр","","","img/covers19/1-16-504x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/590576262&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/1-16-504x500.jpg","yes"
"Eskapism","Ancient Songs Of The Wind","u19_119","metal","metal","специфічна","Львів","","захід","","","https://lh3.googleusercontent.com/ITKUo6435Z5LZAfAw8mTk3JWCOM9Zu5X7PKmRVsrV4_8WMxC4z0Unm6cuEeSb-X9TueR31hdHM_SQ2Oc4Q=w302-h302-l90-rj","","https://www.youtube.com/embed/ykXFy69kstM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/TKUo6435Z5LZAf.JPEG","yes"
"Esquizet","Trivial Trivia","u19_121","rock","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/FJgfGF3lV3Wj-RJp6-ZvEeoRxLIq0ymL9HaZuisQgRs1iqKauPrKeW-sqJgJ11U3ydFtvbaNo22sqcKl=w302-h302-l90-rj","","https://www.youtube.com/embed/bjQKA-UHlcM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/JgfGF3lV3Wj-RJ.JPEG","yes"
"Ethereal Riffian","Legends","u19_122","psychedelic","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/eWLwKS-nx9LDxKJri4aTdPtTQ33--qD7ysxFuRgXfZPikb2DYBIOj9iapmcz1SVv8mL3LH-dSek4S7nH=w302-h302-l90-rj","","https://www.youtube.com/embed/JGvdrizK-oo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/WLwKS-nx9LDxKJ.JPEG","yes"
"Ezkaton","Sheen and Misery","u19_125","black metal","metal","специфічна","-","","не визначено","","","https://lh3.googleusercontent.com/TeD8qetYJm6SJNC67t3QD8FDDStMHuDWWQr3yxyor9UD0C2MD6l1UxaAqAneTdHwUT7IJ6duAhfBGTQT1g=w302-h302-l90-rj","","https://www.youtube.com/embed/fnVv21IAAmA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/eD8qetYJm6SJNC.JPEG","yes"
"Familia Perkalaba","#ґазззууу!!!","u19_126","ska punk, powerpop, ethno","others","українська","Івано-Франківськ","","захід","","","https://lh3.googleusercontent.com/B331nC2HI5pZxyaW5ECaXpWGsjzoSdhAS7_o3FKTLYPRXF445H9QL8zjM6YEeGjwWoIJIyL9RywQRUSZ=w302-h302-l90-rj","","https://www.youtube.com/embed/IEIqHO-AYms?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/331nC2HI5pZxya.JPEG","yes"
"FECALITY","It's Only Smellz​.​.​.","u19_127","goregrind / grindcore","metal","специфічна","Чернігів","","північ","","","img/covers19/a3076836868_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3439427153/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3683082234/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a3076836868_16.jpg","yes"
"Fima Chupakhin","Water","u19_128","jazz","jazz","немає","New York","","закордон","","","https://lh3.googleusercontent.com/-ZVngYBTNCBmsJD0fiXJKIiagDGfpZCUvQrIjKVFbv9ZKEGOn41JSolulBLiyk9kb0Yi-X3ZH6X9Erii=w302-h302-l90-rj","","https://www.youtube.com/embed/MmPEboci-z8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/ZVngYBTNCBmsJD.JPEG","yes"
"Finger Trips","Break Ways","u19_129","hip hop","hip hop & rap","немає","Полтава","","центр","","","https://lh3.googleusercontent.com/lZKe0qQs4q4dug9wgxhOh_USoS0iEjikm8P57y4u6J8FWhMDXUFmZvz4cDE8NfWgxXWjFlVAygCmvHWTCw=w302-h302-l90-rj","","https://www.youtube.com/embed/yOI1KUcH9SM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/ZKe0qQs4q4dug9.JPEG","yes"
"Foa Hoka & Cybermonk","Music Du Monde Fou","u19_132","","electronic","немає","Чернігів","","північ","","","img/covers19/a0151322287_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2353123237/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1394610364/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a0151322287_16.jpg","yes"
"Gamardah Fungus","NATURAL STORM","u19_137","","electronic","немає","Дніпро","","центр","","","https://lh3.googleusercontent.com/Giz7kgU1UYAQ4-XftCFOXKzdtD1BQ_JrtqRFDqCEsNI24kvfPsbTWzLnba65bRR9X7IhJz-TgDcvpEQ=w302-h302-l90-rj","","https://www.youtube.com/embed/1KVehVIUWQQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/iz7kgU1UYAQ4-X.JPEG","yes"
